Linio SKU;Name;PrimaryCategory;Model;BrowseNodes;Categories;Brand;SaleEndDate;SaleStartDate;SalePrice;Price;ParentSku;Quantity;ProductWarranty;PackageContent;Color;ProductId;ShortDescription;Description;EligibleFreeShipping;DeliveryTimeSupplier;WarehouseProcessingTime;PackageWidth;PackageLength;PackageHeight;PackageWeight;ProductMeasures;ProductWeight;TaxClass;SellerSku;Variation;CareLabel;ManufacturerTxt;MaterialFamily;MainMaterial;CreatedAt;UpdatedAt;Status
PA480EL13LBOKLACL-6381968;Audífonos Panasonic De Smartphone-Negro;20056;RP-HF100ME-K;;;Panasonic;;;;9999999.00;5324143;0;3 meses;Audífonos de Smartphone RP-HF100ME-K;;5025232846702;<ul><li>Modelo:RP-HF100ME-K</li><li>Tipo:Audifonos headset</li><li>Aislador de sonido:No</li><li>Material de la almohadilla:Sintético</li><li>Conexión Bluetooth:No</li><li>Garantía del proveedor:3 meses</li></ul>;"<h2 style=""text-align: center;"">Aud&iacute;fonos Panasonic De Smartphone-Negro</h2><p>&nbsp;</p><p style=""text-align: justify;"">Si te gusta vivir la <strong>m&uacute;sica</strong> al m&aacute;ximo y disfrutar de un sonido de calidad, hoy te traemos lo mejor en <strong>aud&iacute;fonos</strong> para escuchar tus melod&iacute;as favoritas de la forma que mereces escucharla, descubre el sonido de la m&uacute;sica actual, con lo m&aacute;s innovador en aud&iacute;fonos.</p><br /><p>&nbsp;</p><br /><h3 style=""text-align: center;"">&iexcl;Empieza a disfrutar la m&uacute;sica!</h3><br /><p>&nbsp;</p><br /><p style=""text-align: justify;"">Excelencia en sonido, estos nuevos <strong>aud&iacute;fonos</strong> fabricados con lo &uacute;ltimo en tecnolog&iacute;a poseen un perfecto ajuste al momento de disfrutar de ellos, adem&aacute;s de poseer un sistemas de audio completo que te permite apreciar cada sonido de todos los g&eacute;neros que m&aacute;s te gustan. Vive una experiencia &uacute;nica donde quieras y cuando quieras.</p>";;2;;25;50;33;0.15;25x33x50;0.15;IVA 19%;5324143;…;;;;;2019-02-13 17:49:41;2019-10-15 08:36:58;inactive
SA028EL15AU6SLACL-6378632;Galaxy Tab Samsung A 7,0' WiFi + LTE 8GB-Blanco;20056;5019424;;;Samsung;;;;89990.00;5019424;0;3 meses;HASTA 7 PULGADAS;;8806088276878;<ul> <li>Tablet .</li> <li>ModeloT285MZW.</li> <li>Procesador Spreadtrum.</li> <li>Memoria interna: 8GB.</li> <li>Memoria expandible: Hasta 200GB.</li> <li>Conexión Bluetooth.</li> <li>Conectividad: WiFi+4G.</li> <li>Memoria RAM: 1,5GB.</li> <li>Incluye accesorios.</li> <li>Incluye: Cargador/Cable USB.</li> <li>Tipo de pantalla: LCD.</li> <li>Tamaño de la pantalla: 7.</li> <li>Velocidad del procesador: 1.5 GHz.</li> <li>Sistema operativo Android.</li> </ul>;"<img src=""src"" alt=""image"" /><img src=""src"" alt=""image"" /> <h3>Chic y moderno por completo</h3> <p>Curvas fluidas y suaves son las encargadas de entregar gran sofisticación, mientras que un patrón rítmico totalmente especial en su parte trasera completa al Galaxy Tab A (7.0' 2016) con un agarre cómodo, suave y seguro.</p><h3>Movilidad elegante y liviana</h3> <p>El perfil maravillosamente delgado del Galaxy Tab A (7.0' 2016), en conjunto con su su batería de larga duración. Es tan compacto y delgado que podrás llevarlo a todos lados de manera fácil y elegante.</p> <img src=""src"" alt=""image"" />";;2;;11.5;30;17.5;0.33;;;IVA 19%;5019424;…;;;;;2019-02-13 17:49:41;2019-10-15 09:10:10;inactive
SA028EL19JNQCLACL-6381969;Smartphone Samsung Galaxy S9-Gris;20056;S9+;;;Samsung;;;;799990.00;6299820;0;3 meses;Celulares;;8801643217976;<ul><li>Tamaño de la pantalla: 6 pulgadas</li><li>Tipo de pantalla: Super AMOLED</li><li>Sistema operativo: Android</li><li>Lector de huella: Sí</li><li>GPS integrado: Sí</li><li>Conexión Bluetooth: Sí</li><li>Resistente al agua: IP68</li><li>Conectividad: WiFi+3G+4G+NFC</li><li>Dual SIM: No</li><li>Cámara posterior: 12MP</li><li>Compañía: Liberado</li><li>Carga inicial: No aplica</li><li>Modelo: S9+</li><li>Tipo: Smartphones</li><li>Cámara frontal: 8MP</li><li>Incluye flash: Sí</li><li>Memoria interna: 64GB</li><li>Núcleos del procesador: Octa Core</li><li>Velocidad del procesador: 1.7 / 2.8 GHz</li><li>Memoria RAM: 6GB</li><li>Memoria expandible: Hasta 400GB</li><li>Memoria externa incluida: No</li></ul>;"<p><img alt=""Samsung1"" style=""border-bottom: #666 0px solid border-left: #666 0px solid margin: auto display: block border-top: #666 0px solid border-right: #666 0px solid"" src=""denied:&#10 http://falabella.scene7.com/is/image/Falabella/6299753_img1?wid=1160"" /></p> <h3 class=""fb-cpy-bold"">El tel&eacute;fono con una pantalla sin interrupciones</h3> <p>Con la impresionante pantalla de borde a borde podr&aacute;s disfrutar tus fotos y videos como nunca antes</p> <p><img alt=""Samsung1"" style=""border-bottom: #666 0px solid border-left: #666 0px solid margin: auto display: block border-top: #666 0px solid border-right: #666 0px solid"" src=""denied:&#10 http://falabella.scene7.com/is/image/Falabella/6299753_img2?wid=1160"" /></p> <h3 class=""fb-cpy-bold"">La c&aacute;mara que te reconoce al instante</h3> <p>Escaneo del iris y el reconocimiento facial se combinan con la nueva tecnolog&iacute;a de exploraci&oacute;n inteligente para desbloquear el celular, incluso en ambientes poco iluminados</p> <p><img alt=""Samsung1"" style=""border-bottom: #666 0px solid border-left: #666 0px solid margin: auto display: block border-top: #666 0px solid border-right: #666 0px solid"" src=""denied:&#10 http://falabella.scene7.com/is/image/Falabella/6299753_img3?wid=1160"" /></p>";;2;;33;20;13;0;;;IVA 19%;6299820;…;;;;;2019-02-13 17:49:41;2019-10-15 09:21:25;inactive
SA028EL0W0QHULACL-6413464;Cargador Batería Power BankNegra EB-PJ200;20056;;;;Samsung;;;;2990.00;4914213;0;;;;2004914213004;;1234567890;;2;;25;33;50;0.05;;;IVA 19%;4914213;…;;;;;2019-02-13 17:49:41;2019-10-15 09:33:50;inactive
BO584EL11Z2JMLACL-6413465;Piano 88 Teclas;20056;;;;Bontempi;;;;499800.00;4151200;0;;;;2004151200003;;1234567890;;2;;60;95;30;4;;;IVA 19%;4151200;…;;;;;2019-02-13 17:49:41;2019-10-15 09:12:51;inactive
SA028EL17XELELACL-6413466;Cargador Travel Adapter 15W Negro;20056;;;;Samsung;;;;4990.00;5751609;0;;;;8806088844343;;1234567890;;2;;25;33;50;0.05;;;IVA 19%;5751609;…;;;;;2019-02-13 17:49:41;2019-10-15 09:09:15;inactive
GE657EL1DVQN6LACL-6413467;Mochila para Notebooks JUD872N21A;20056;;;;GENERIC;;;;10990.00;880664522;0;;;;2998806645229;;1234567890;;2;;10;20;30;0.37;;;IVA 19%;880664522;…;;;;;2019-02-13 17:49:41;2019-10-15 09:43:02;inactive
CA134EL1JU2OYLACL-6413468;Bolso para Cámaras 100EG;20056;;;;Canon;;;;23990.00;5325018;0;;;;2005325018004;;1234567890;;2;;10;20;30;0.37;;;IVA 19%;5325018;…;;;;;2019-02-13 17:49:41;2019-10-15 09:13:56;inactive
GO002EL02UHUQLACL-6413469;Kit de montaje Wi-Fi remoto;20056;;;;GoPro;;;;14990.00;3925512;0;;;;185323000903;;1234567890;;2;;20;30;40;1.95;;;IVA 19%;3925512;…;;;;;2019-02-13 17:49:41;2019-10-15 09:06:18;inactive
UN235EL08STWILACL-6413470;Vinilo Andrea Bocelli Amore Remastered;20056;;;;Universal;;;;39990.00;5039625;0;;;;602547193599;;1234567890;;2;;40;30;60;0.75;;;IVA 19%;5039625;…;;;;;2019-02-13 17:49:41;2019-10-15 08:46:48;inactive
KO932EL0ER5YALACL-6413472;Juego de PS4 PES 2018 Legendary Edition;20056;;;;Konami;;;;41900.00;5949279;0;;;;83717203247;;<ul><li>Modelo:PES 2018</li><li>Tipo:Videojuegos</li><li>Plataforma:PS4</li></ul>;;2;;8;28;40;0.2;;;IVA 19%;5949279;...;;;;;2019-02-13 17:49:41;2019-10-15 08:40:16;inactive
JA974EL0KPI02LACL-6413471;Parlante Bluetooth/FM DS6;20056;;;;Jamo;;;;59900.00;6352464;0;;;;5709009001906;;<ul><li>Modelo:DS6BK</li><li>Tipo:Parlante Hi-Fi</li><li>Alto:22 cm</li><li>Ancho:25 cm</li><li>Profundidad:18 cm</li><li>Peso:4 kg</li><li>Tamaño del tweeter:2,5 cm</li><li>Tamaño del woofer:7,5 cm</li><li>Respuesta de frecuencia:55Hz-18KHz</li><li>Conexión Bluetooth:Sí</li><li>Número de vías:1</li><li>Impedancia:8 Ohm</li></ul>;;2;;54;40;44;6;;;IVA 19%;6352464;...;;;;;2019-02-13 17:49:41;2019-10-15 08:47:06;inactive
KA516EL0QNU1ULACL-6413474;Internet Security Edición Latina - 5 Dispositivos - 1 Año;20056;;;;KASPERSKY;;;;111990.00;6884911;0;;;;2006884911003;<ul><li>Tipo:Antivirus y seguridad</li><li>Compatible con:Microsoft Windows</li><li>Formato:Código de activación</li><li>Modelo:KPK KIS LatAm 5 Dvc 1Y Bs DnP</li><li>Número máximo de usuarios:5</li><li>Número máximo de dispositivos:5</li><li>Actualizaciones incluidas:Sí</li></ul>;<ul><li>Tipo:Antivirus y seguridad</li><li>Compatible con:Microsoft Windows</li><li>Formato:Código de activación</li><li>Modelo:KPK KIS LatAm 5 Dvc 1Y Bs DnP</li><li>Número máximo de usuarios:5</li><li>Número máximo de dispositivos:5</li><li>Actualizaciones incluidas:Sí</li></ul>;;2;;8;28;40;0.1;;;IVA 19%;6884911;...;;;;;2019-02-13 17:49:41;2019-10-15 08:47:14;inactive
LG051EL1B968KLACL-6378633;"Televisor Smart Tv LED 4K Ultra HD LG 49"" 49UK6200";20056;6707687;;;LG;2018-10-02 00:00:00;2018-10-01 00:00:00;289990.00;299990.00;6707687;0;12 meses;Televisor;;8806098281923;"<ul> <li>Televisor LED 49"".</li> <li>4K.</li> <li>Full HD de 3840x2160.</li> <li>2 entradas HDMI</li><li> </li><li>Wifi incorporado.</li> </ul>";<h2>CARACTERÍSTICAS DEL PRODUCTO</h2><ul><li>Tamaño de la pantalla: 49 pulgadas</li><li>Resolución: 4K Ultra HD</li><li>Tecnología: LED</li><li>Conexión Bluetooth: Sí</li><li>Entradas USB: 1</li><li>Smart TV: Sí</li><li>Entradas HDMI: 3</li><li>Control remoto incluido: Sí</li><li>Modelo: 49UK6200</li><li>Tipo: Televisores</li><li>Procesador: Quad Core</li><li>Entradas VGA: Sin entradas</li><li>Entradas RCA: 1</li><li>Entradas auxiliares de 3.5 mm: No incluye</li><li>Entrada Internet: Sí</li><li>Tasa de refresco nativa: 120 Hz</li><li>Sintonizador digital: Sí</li><li>Conexión WiFi: Sí</li><li>Android TV: No</li><li>Potencia de los parlantes: 20W</li><li>Peso: 10,9 kg</li><li>Profundidad: 23,5 cm</li><li>Ancho: 110,8 cm</li><li>Alto (con/sin base): 70,5 cm</li><li>3D: No</li><li>Lentes 3D incluidos: No</li>Garantía del proveedor<li>12 meses</li></ul>;;2;;70;110;20;10;;;IVA 19%;6707687;…;;;;;2019-02-13 17:49:41;2019-10-15 08:42:34;inactive
PA480EL0WM63MLACL-6413473;Audifono RP-HF300E-A;20056;RP-HF300E-A;;;Panasonic;;;;9999999.00;5324144;0;3 meses;Audifono RP-HF300E-A;;5025232848874;<ul><li>Modelo:RP-HF300E-A</li><li>Tipo:Audifonos headset</li><li>Aislador de sonido:No</li><li>Material de la almohadilla:Sintético</li><li>Conexión Bluetooth:No</li><li>Garantía del proveedor:3 meses</li></ul>;<ul><li>Modelo:RP-HF300E-A</li><li>Tipo:Audifonos headset</li><li>Aislador de sonido:No</li><li>Material de la almohadilla:Sintético</li><li>Conexión Bluetooth:No</li><li>Garantía del proveedor:3 meses</li></ul>;;2;;25;50;33;0.15;25x33x50;0.15;IVA 19%;5324144;…;;;;;2019-02-13 17:49:41;2019-10-15 09:11:48;inactive
SA028EL1FHZS4LACL-6381970;Gear Samsung Fit2 Pro Talla L;20056;GEAR FIT 2 PRO;;;Samsung;;;;139990.00;6056188;0;3 meses;Relojes inteligentes;;8806088869575;<ul><li>Marca: Samsung</li><li>GPS integrado: Sí</li><li>Medición de valores corporales: Sí</li><li>Memoria interna: 4GB</li><li>Conexión Bluetooth: Sí</li><li>Conexión WiFi: Sí</li><li>Resistente al agua: Sí</li><li>Sistema operativo: Tizen</li><li>Modelo: GEAR FIT 2 PRO</li><li>Tipo: Smartwach</li><li>Género: Unisex</li><li>Tamaño de la pantalla: 38,6 mm</li></ul>;"<h2>CARACTER&iacute;STICAS DEL PRODUCTO</h2><ul><li>Marca: Samsung</li><li>Modelo: GEAR FIT 2 PRO</li><li>Tipo: Smart Watch</li><li>Sistema operativo: Tizen</li><li>Memoria interna: 4GB</li><li>Tama&ntilde;o de la pantalla: 38,6 mm</li><li>Resistente al agua: S&iacute;</li><li>Conexi&oacute;n Bluetooth: S&iacute;</li><li>Conexi&oacute;n WiFi: S&iacute;</li><li>Medici&oacute;n de valores corporales: S&iacute;</li><li>GPS integrado: S&iacute;</li><li>Duraci&oacute;n aproximada de la bater&iacute;a: hasta 5 dias</li><li>Color de la pulsera: Rojo</li><li>Color de la esfera: Rojo</li><li>G&eacute;nero: Unisex</li></ul>";;2;;33;20;13;0.1;;;IVA 19%;6056188;…;;;;;2019-02-13 17:49:41;2019-10-15 08:49:59;inactive
SA028EL1LGBTWLACL-6381971;Smartphone Samsung J2 Pro 16GB Dorado Movistar;20056;6284875;;;Samsung;;;;119990.00;6284875;0;3 meses;Smartphone;;8801643135485;<ul><li>Tamaño de la pantalla: 5 pulgadas</li> <li>Tipo de pantalla: Super AMOLED</li> <li>Procesador: Qualcomm MSM8917</li> <li>Sistema operativo: Android</li> <li>Lector de huella: No</li> <li>GPS integrado: Sí</li> <li>Conexión Bluetooth: Sí</li> <li>R</li></ul>;"<p><strong>Smartphone J2 Pro 16GB Dorado Movistar</strong></p> <p>Vivimos en una sociedad donde la tecnolog&iacute;a no deja de avanzar todos los d&iacute;as, y hay artefactos que se han vuelto parte fundamental de nuestro d&iacute;a a d&iacute;a. Uno de</p>";;2;;12;30;18;0;;;IVA 19%;6284875;…;;;;;2019-02-13 17:49:41;2019-10-15 09:17:43;inactive
NI053EL12KI5ELACL-6413475;Juego Sw 3DS Mario Party Star Rush;20056;;;;Nintendo;;;;19990.00;5381891;0;;;;45496744182;;1234567890;;2;;8;28;40;0.15;;;IVA 19%;5381891;…;;;;;2019-02-13 17:49:41;2019-10-15 08:45:03;inactive
KO932EL18IU76LACL-6413476;Super Bomberman Switch;20056;;;;Konami;;;;24400.00;5619665;0;;;;83717271017;;1234567890;;2;;8;28;40;0.15;;;IVA 19%;5619665;…;;;;;2019-02-13 17:49:41;2019-10-15 08:55:52;inactive
SO036EL1KFIAQLACL-6413478;Audífono Extra Bass MDR-XB550AP;20056;;;;Sony;;;;19990.00;5930656;0;;;;4548736045934;;1234567890;;2;;25;33;50;0.15;;;IVA 19%;5930656;…;;;;;2019-02-13 17:49:41;2019-10-15 08:48:47;inactive
SH350EL1EH68YLACL-6413477;Micrófono Dinámico de Mano;20056;;;;SHURE;;;;34990.00;6266310;0;;;;42406396325;;1234567890;;2;;20;20;40;2;;;IVA 19%;6266310;…;;;;;2019-02-13 17:49:41;2019-10-15 09:46:44;inactive
SA572EL03FXGILACL-6413479;Mochila para Tablets Volcano 641;20056;;;;Saxoline;;;;14990.00;5376821;0;;;;2005376821004;;1234567890;;2;;10;20;30;0.37;;;IVA 19%;5376821;…;;;;;2019-02-13 17:49:41;2019-10-15 09:15:59;inactive
SO036EL09E9IALACL-6413480;Memoria MicroSD 64GB Cl10;20056;;;;Sony;;;;39990.00;4669535;0;;;;27242893085;;1234567890;;2;;25;33;50;0.1;;;IVA 19%;4669535;…;;;;;2019-02-13 17:49:41;2019-10-15 09:34:25;inactive
SA028EL0LAXLULACL-6413482;Travel Adapter Micro Usb;20056;;;;Samsung;;;;9990.00;6402871;0;;;;8801643281656;;1234567890;;2;;25;33;50;0.05;;;IVA 19%;6402871;…;;;;;2019-02-13 17:49:41;2019-10-15 09:13:09;inactive
KO932EL0FCLK2LACL-6413481;Juego de Xbox One PES 2018 Legendary Edition;20056;;;;Konami;;;;41900.00;5949280;0;;;;83717302346;;<ul><li>Modelo:PES 2018</li><li>Tipo:Videojuegos</li><li>Plataforma:X-Box One</li></ul>;;2;;8;28;40;0.2;;;IVA 19%;5949280;...;;;;;2019-02-13 17:49:41;2019-10-15 09:33:57;inactive
MI027EL0R99NMLACL-6413483;Smartwatch Niños 7928 Rojo;20056;;;;Microlab;;;;29990.00;6349208;0;;;;2006349208006;;<ul><li>Modelo:7928</li><li>Tipo:Smartwatch</li><li>Género:Unisex</li><li>Tamaño de la pantalla:1 pulgada</li><li>Alarma:Sí</li><li>Batería:Recargable</li><li>GPS integrado:Sí</li><li>Medición de valores corporales:No</li><li>Memoria expandible:No aplica</li><li>Memoria interna:32 MB</li><li>Conexión Bluetooth:No</li><li>Conexión WiFi:No</li><li>Recepción de llamadas:Sí</li><li>Resistente al agua:No</li><li>Sistema operativo:De fabricante</li><li>Sistema operativo compatible:Android/IOS</li><li>Material de la pulsera:Goma</li><li>Hecho en:China</li><li>Garantía del proveedor:6 meses</li></ul>;;2;;25;33;50;0.1;;;IVA 19%;6349208;...;;;;;2019-02-13 17:49:41;2019-10-15 08:39:28;inactive
KA516EL0X7LPELACL-6413484;Internet Security Edición Latina - 10 Dispositivos - 1 Año;20056;;;;KASPERSKY;;;;201990.00;6884912;0;;;;2006884912000;<ul><li>Tipo:Antivirus y seguridad</li><li>Compatible con:Microsoft Windows</li><li>Formato:Código de activación</li><li>Modelo:KPK KIS LatAm 10 Dvc 1Y Bs DnP</li><li>Número máximo de usuarios:10 o más</li><li>Número máximo de dispositivos:6</li><li>Actualizaciones incluidas:Sí</li></ul>;<ul><li>Tipo:Antivirus y seguridad</li><li>Compatible con:Microsoft Windows</li><li>Formato:Código de activación</li><li>Modelo:KPK KIS LatAm 10 Dvc 1Y Bs DnP</li><li>Número máximo de usuarios:10 o más</li><li>Número máximo de dispositivos:6</li><li>Actualizaciones incluidas:Sí</li></ul>;;2;;8;28;40;0.1;;;IVA 19%;6884912;...;;;;;2019-02-13 17:49:41;2019-10-15 08:52:32;inactive
SA028EL15H9R6LACL-6390279;"Televisor Smart TV LED 4K Ultra HD Samsung 50"" 50NU7400";20056;6624526;;;Samsung;2018-10-02 00:00:00;2018-10-01 00:00:00;309990.00;329990.00;6624526;0;12 meses;Televisor;;8801643171605;"<ul> <li>Televisor LED 50"".</li> <li>Smart TV.</li> <li>Ultra HD de 3840x2160.</li> <li>2 entradas HDMI.</li> <li>1 entrada USB.</li> <li>Wifi incorporado.</li> </ul>";"<img src=""src"" alt=""image"" /> <img src=""src"" alt=""image"" /> <h3>Alta calidad de imagen en UHD</h3> <p>&#160 </p><h3>Dynamic Crystal Color</h3> <p>Sé testigo de lo claro y dinámicos que son los colores en las imágenes de tu televisor. Una vez que veas su amplio rango de colores, no querrás ver otra TV. <img src=""src"" alt=""image"" /> <img src=""src"" alt=""image"" /> </p><h3>Más detalles con HDR</h3> <p>Disfruta de los contenidos HDR con mayor detalles y clar</p>";;2;;70;113;20;20;;;IVA 19%;6624526;…;;;;;2019-02-13 17:49:41;2019-10-15 09:40:13;inactive
CA707EL1H7IACLACL-6378634;Bolso para Cámaras Case Logic TBC-404;20056;TBC-404;;;Case Logic;;;;13990.00;5027561;0;3 meses;Bolsos, mochilas y fundas electro;;85854223850;<ul><li>Marca: Case Logic</li><li>Compatibilidad: Cámaras</li><li>Garantía del proveedor: 3 meses por fallos de fábrica</li><li>Modelo: TBC-404</li><li>Tipo: Bolsos</li><li>Alto: 11,7 cm</li><li>Ancho: 17,3 cm</li><li>Profundidad: 9,9 cm</li></ul>;"<h2>CARACTER&iacute;STICAS DEL PRODUCTO</h2><ul><li>Marca: Case Logic</li><li>Modelo: TBC-404</li><li>Tipo: Bolsos</li><li>G&eacute;nero: Unisex</li><li>Alto: 11,7 cm</li><li>Ancho: 17,3 cm</li><li>Profundidad: 9,9 cm</li><li>Peso: 0,12 kg</li><li>Compati</li></ul>";;2;;33;13;20;0.35;;;IVA 19%;5027561;…;;;;;2019-02-13 17:49:41;2019-10-15 08:30:40;inactive
NO056EL1BFLSYLACL-6390280;Smartphone 6.1 Black Cooper 32GB Movistar;20056;6459307;;;Nokia;2019-12-31 00:00:00;2018-10-26 00:00:00;129990.00;199990.00;6459307;0;3 meses;Smartphone;;7809610824302;<ul><li>Tamaño de la pantalla: 5.5 pulgadas</li> <li>Memoria expandible: Hasta 256 GB</li> <li>Memoria externa incluida: No</li> <li>Tipo de pantalla: IPS</li> <li>Sistema operativo: Android</li> <li>Lector de huella: Sí</li> <li>GPS integrado: Sí</li> </ul>;"<p><strong>Smartphone 6.1 Black Cooper 32GB Movistar</strong></p> <p>Vivimos en una sociedad donde la tecnolog&iacute;a no deja de avanzar todos los d&iacute;as, y hay artefactos que se han vuelto parte fundamental de nuestro d&iacute;a a d&iacute;a. Uno</p>";;2;;11.5;17.5;30;0.2;;;IVA 19%;6459307;…;;;;;2019-02-13 17:49:41;2019-10-15 09:49:29;inactive
SA028EL04GQZOLACL-6381972;Smartphone Samsung J2 Pro 16GB Dorado Wom;20056;6284877;;;Samsung;;;;119990.00;6284877;0;3 meses;Smartphone;;8801643135478;<ul><li>Tamaño de la pantalla: 5 pulgadas</li> <li>Tipo de pantalla: Super AMOLED</li> <li>Procesador: Qualcomm MSM8917</li> <li>Sistema operativo: Android</li> <li>Lector de huella: No</li> <li>GPS integrado: Sí</li> <li>Conexión Bluetooth: Sí</li> <li>R</li></ul>;"<p><strong>Smartphone J2 Pro 16GB Dorado Wom </strong></p> <p>Vivimos en una sociedad donde la tecnolog&iacute;a no deja de avanzar todos los d&iacute;as, y hay artefactos que se han vuelto parte fundamental de nuestro d&iacute;a a d&iacute;a. Uno de ello</p>";;2;;12;30;18;0;;;IVA 19%;6284877;…;;;;;2019-02-13 17:49:41;2019-10-15 09:00:23;inactive
YA973EL135XR6LACL-6413485;Guitarra Clásica C-70;20056;;;;Yamaha;;;;129990.00;6007709;0;;;;86792958583;;1234567890;;2;;60;95;30;4;;;IVA 19%;6007709;…;;;;;2019-02-13 17:49:41;2019-10-15 08:39:42;inactive
ME079EL1949SYLACL-6413486;Set de Guitarra Clásica Natural 39 Pulgadas;20056;;;;Mercury;;;;50900.00;4151201;0;;;;2004151201000;;1234567890;;2;;60;95;30;4;;;IVA 19%;4151201;…;;;;;2019-02-13 17:49:41;2019-10-15 08:36:08;inactive
SO036EL1F2LUQLACL-6413487;Audífonos Over-Ear MDR-ZX310AP/R Rojo;20056;;;;Sony;;;;15990.00;4714901;0;;;;27242869684;;1234567890;;2;;25;33;50;0.15;;;IVA 19%;4714901;…;;;;;2019-02-13 17:49:41;2019-10-15 08:39:30;inactive
NO552EL1L0XWILACL-6413488;Sistema All in One Portátil;20056;;;;novik;2019-03-21 02:00:00;2019-03-18 15:00:00;89990.00;109990.00;5587436;0;;;;7790368030346;;1234567890;;2;;54;40;44;75;;;IVA 19%;5587436;…;;;;;2019-02-13 17:49:41;2019-10-15 08:35:48;inactive
GO002EL041D2ALACL-6413489;Hero5 Session;20056;;;;GoPro;;;;68900.00;6048403;0;;;;2006048403009;;1234567890;;2;;30;30;60;0.67;;;IVA 19%;6048403;…;;;;;2019-02-13 17:49:41;2019-10-15 08:38:17;inactive
MA035EL09ZP42LACL-6413490;Ukelele MK-S/ PACK;20056;;;;Makala;;;;69990.00;6132591;0;;;;2006132591001;;1234567890;;2;;60;95;30;4;;;IVA 19%;6132591;…;;;;;2019-02-13 17:49:41;2019-10-15 08:28:05;inactive
KI045EL0FY15ULACL-6413491;Pendrive Dual 32GB Type-C;20056;;;;Kingston;;;;19990.00;6269462;0;;;;740617243024;;1234567890;;2;;25;33;50;0.1;;;IVA 19%;6269462;…;;;;;2019-02-13 17:49:41;2019-10-15 08:31:01;inactive
NI053EL0LWD7MLACL-6413492;Juego de Switch Pokkén Tournament DX;20056;;;;Nintendo;;;;44990.00;5987852;0;;;;45496591137;;<ul><li>Modelo:Switch</li><li>Tipo:Videojuegos</li><li>Plataforma:Nintendo Switch</li><li>Número de jugadores:2</li><li>Idioma:Inglés</li><li>ESRB:3 meses</li></ul>;;2;;8;28;40;0.2;;;IVA 19%;5987852;...;;;;;2019-02-13 17:49:41;2019-10-15 09:47:28;inactive
GE657EL0RUP9ELACL-6413493;Kit Accesorios Drones Spark;20056;;;;GENERIC;;;;39990.00;6350384;0;;;;6970801333390;;<ul><li>Modelo:P-SP-130</li><li>Tipo:Accesorios drones</li><li>Ancho:0,3 cm</li><li>Peso:0,4 kg</li><li>Compatibilidad:Dji Spark</li><li>Material:Plástico ultra resistente</li><li>Garantía del proveedor:3 meses</li></ul>;;2;;30;40;60;82;;;IVA 19%;6350384;...;;;;;2019-02-13 17:49:41;2019-10-15 08:50:57;inactive
KA516EL0XT1B6LACL-6413494;Total Security Edición Latina - 1 Dispositivo - 2 Años;20056;;;;KASPERSKY;;;;100990.00;6884913;0;;;;2006884913007;<ul><li>Tipo:Antivirus y seguridad</li><li>Compatible con:Microsoft Windows</li><li>Formato:Código de activación</li><li>Modelo:KPK KTS LatAm 1 Dvc 1 Account KPM 1 Account KSK 2Y Bs DnP</li><li>Número máximo de usuarios:1</li><li>Número máximo de dispositivos:1</li><li>Actualizaciones incluidas:Sí</li></ul>;<ul><li>Tipo:Antivirus y seguridad</li><li>Compatible con:Microsoft Windows</li><li>Formato:Código de activación</li><li>Modelo:KPK KTS LatAm 1 Dvc 1 Account KPM 1 Account KSK 2Y Bs DnP</li><li>Número máximo de usuarios:1</li><li>Número máximo de dispositivos:1</li><li>Actualizaciones incluidas:Sí</li></ul>;;2;;8;28;40;0.1;;;IVA 19%;6884913;...;;;;;2019-02-13 17:49:41;2019-10-15 08:31:55;inactive
LG051EL1HDXUQLACL-6390281;"Televisor Smart Tv LED 4K Ultra HD LG 50"" 50UK6300PSB";20056;6469819;;;LG;2018-12-31 00:00:00;2018-10-26 00:00:00;259990.00;549990.00;6469819;0;12 meses;Televisor;;8806098260010;"<ul> <li>Televisor LED 50"".</li> <li>4K.</li> <li>Ultra HD de 3840x2160.</li> <li>3 entradas HDMI</li><li> </li><li>Wifi incorporado.</li> </ul>";"<img src=""src"" alt=""image"" /> <h3>Alta resolución para una imagen nítida</h3> <p>Cuanto mayor sea la resolución, mayor será el detalle de la imagen. LG UHD TV tiene cuatro veces la resolución de un televisor Full HD. Significa que obtienes 4 veces más claridad.</p><img src=""src"" alt=""image"" /> <h3>WebOS Smart TV</h3> <p>Disfruta de todos los contenidos que tenemos seleccionados para ti, con toda la confianza y seguridad de la webOS 3.5, que obtuvo la prestigiosa certificación de seguridad internacional CC y la certificación UL CAP2900-1 por su capacidad para proporcionar protección de privacidad superior. Experimenta un manejo de tu TV mucho más fácil, simple, amigable y organizado.</p><img src=""src"" alt=""image"" /> <h3>Netflix Nos Recomienda</h3> <p>Nuevamente Netflix reconoce a los Smart TV de LG para que puedas disfrutar de las series, películas y documentales de su portal. Disfruta de todo el contenido con la mejor calidad que t</p>";;2;;70;113;20;10;;;IVA 19%;6469819;…;;;;;2019-02-13 17:49:41;2019-10-15 08:37:24;inactive
